"dt","region_code","operation_type","org_count","assortment","count_brand","cnt"
2021-12-27,"54",Импорт. ЕАЭС,1,34,1,549
2022-02-27,"39",Маркировка остатков,1,1,1,7
2022-07-07,"53",Маркировка остатков,1,1,1,1
2021-12-03,"72",Импорт. Не ЕАЭС,1,6,1,8111
2021-12-08,"72",Перемаркировка,1,1,1,1
2022-10-06,"55",Перемаркировка,1,1,1,1
2022-11-17,"91",Возврат,1,1,1,1
2022-05-06,"61",Маркировка остатков,1,1,1,2
2022-07-17,"55",Возврат,6,11,8,13
2022-10-31,"18",РФ,1,49,1,58525
2022-03-27,"31",Возврат,1,1,1,1
2022-10-29,"63",Возврат,1,1,1,1
2022-01-03,"27",Маркировка остатков,1,2,1,3
2022-11-21,"54",Перемаркировка,1,3,3,3
2022-02-15,"42",Маркировка остатков,3,4,2,8
2022-08-19,"39",Маркировка остатков,1,1,1,1
2022-03-04,"87",Маркировка остатков,1,1,1,1
2022-11-21,"23",Возврат,2,45,26,60
2022-06-14,"22",Возврат,3,3,3,3
2022-07-20,"33",РФ,1,1,1,51
2022-08-09,"70",Возврат,1,1,1,1
2022-09-16,"64",РФ,2,4,2,318
2022-05-24,"53",Перемаркировка,1,27,22,52
2022-10-18,"23",Возврат,3,41,23,47
2022-04-01,"71",Возврат,1,1,1,2
2022-03-30,"67",Импорт. ЕАЭС,1,122,6,2067
2022-07-27,"30",Возврат,2,3,1,3
2022-02-25,"68",Маркировка остатков,1,1,1,1
2022-04-22,"31",Возврат,1,1,1,1
2022-11-16,"54",Возврат,1,1,1,1
2022-06-09,"55",Возврат,3,8,6,8
2022-01-23,"24",Маркировка остатков,3,4,2,5
2022-03-08,"44",Маркировка остатков,1,2,1,2
2022-02-25,"66",Перемаркировка,3,13,12,22
2022-03-03,"50",РФ,7,121,11,206274
2022-07-04,"75",Перемаркировка,1,2,2,40
2022-05-13,"77",РФ,4,13,4,26226
2021-11-28,"29",Импорт. Не ЕАЭС,1,9,1,58
2022-04-09,"28",Возврат,1,1,1,1
2022-09-10,"66",Перемаркировка,2,19,8,75
2022-04-26,"51",Перемаркировка,2,5,5,9
2022-01-13,"39",Возврат,1,1,1,1
2022-08-20,"69",Возврат,1,1,1,1
2021-12-20,"42",Перемаркировка,1,1,1,300
2022-05-16,"68",Возврат,1,1,1,1
2022-09-23,"24",Маркировка остатков,2,2,2,2
2022-08-10,"44",Маркировка остатков,1,1,1,1
2022-04-14,"50",Маркировка остатков,4,5,1,10
2021-12-31,"28",Перемаркировка,1,1,1,2
2022-04-12,"50",Перемаркировка,1,2,1,5
2022-04-03,"77",Перемаркировка,8,49,24,102
2022-01-25,"18",РФ,1,7,3,57792
2022-11-11,"52",Импорт. ЕАЭС,1,94,3,7024
2021-12-06,"43",Перемаркировка,1,2,2,2
2022-03-21,"77",Импорт. Не ЕАЭС,8,133,38,2470
2022-02-17,"59",РФ,1,12,3,30
2022-10-10,"77",Импорт. ЕАЭС,3,67,2,7625
2022-05-27,"59",Перемаркировка,1,43,23,72
2022-07-18,"26",РФ,1,9,1,23
2022-02-16,"45",Маркировка остатков,1,1,1,1
2022-05-26,"03",Маркировка остатков,2,2,1,3
2022-10-08,"23",Импорт. Не ЕАЭС,1,4,1,29
2022-10-31,"77",Маркировка остатков,3,4,3,5
2022-02-12,"58",Возврат,5,7,4,8
2022-07-17,"63",Маркировка остатков,1,1,1,1
2022-09-26,"77",Принято от физического лица,1,5,5,6
2022-06-07,"67",Возврат,1,2,2,2
2021-11-25,"23",Импорт. Не ЕАЭС,1,7,1,181
2022-06-23,"77",Принято от физического лица,1,5,4,6
2022-06-21,"91",Маркировка остатков,1,1,1,1
2022-05-14,"34",Возврат,2,5,2,5
2022-11-14,"66",Возврат,1,99,49,105
2021-12-07,"25",Возврат,2,2,2,2
2022-09-16,"78",РФ,2,25,3,55
2022-01-27,"36",Возврат,1,1,1,1
2022-10-04,"26",Возврат,2,2,2,2
2022-06-18,"34",Маркировка остатков,1,1,1,1
2022-06-30,"27",Возврат,4,4,4,4
2022-05-01,"16",Перемаркировка,1,19,13,37
2022-04-11,"43",Возврат,1,1,1,3
2022-07-17,"78",Маркировка остатков,1,1,1,1
2022-10-12,"11",Возврат,1,1,1,1
2021-12-12,"77",Маркировка остатков,4,36,10,79
2022-01-20,"72",Маркировка остатков,2,2,2,2
2022-02-25,"41",Возврат,1,2,2,2
2022-11-03,"16",РФ,1,1,1,500
2022-11-06,"51",Возврат,1,1,1,1
2022-05-30,"50",Возврат,11,189,11,1811
2022-08-26,"02",Возврат,2,2,1,2
2022-09-29,"51",Возврат,1,1,1,1
2022-09-21,"02",Возврат,2,3,1,3
2022-06-25,"50",Возврат,3,26,4,1777
2022-10-24,"76",Импорт. ЕАЭС,1,31,2,566
2021-12-12,"52",Возврат,1,1,1,1
2022-08-11,"43",Маркировка остатков,1,1,1,1
2022-05-24,"52",Маркировка остатков,1,1,1,1
2022-04-10,"86",Возврат,1,1,1,1
2022-01-22,"38",Маркировка остатков,3,5,3,6
2022-08-15,"42",Возврат,4,4,4,5
2022-09-24,"23",Маркировка остатков,1,1,1,1
2022-06-17,"52",Импорт. ЕАЭС,1,9,1,19
2022-05-05,"37",Маркировка остатков,1,1,1,1
2022-11-02,"26",Маркировка остатков,1,1,1,1
2022-11-11,"11",Возврат,2,2,2,2
2022-03-07,"58",Маркировка остатков,2,3,2,14
2022-07-15,"32",Маркировка остатков,1,1,1,1
2022-05-19,"74",Возврат,1,14,10,16
2022-06-08,"56",РФ,1,19,1,34
2022-08-23,"75",Возврат,2,2,2,2
2022-03-02,"36",Возврат,4,4,4,4
2021-12-31,"71",Маркировка остатков,1,4,4,4
2022-01-14,"25",Возврат,1,1,1,1
2021-12-06,"78",Импорт. Не ЕАЭС,2,21,4,49982
2021-12-21,"34",Перемаркировка,1,1,1,1
2021-12-09,"78",Перемаркировка,3,46,15,85
2022-10-07,"66",Возврат,4,41,32,42
2022-02-07,"18",Возврат,1,1,1,1
2022-04-30,"89",Маркировка остатков,2,3,2,3
2022-07-12,"24",Перемаркировка,2,6,3,2007
2022-10-30,"78",Перемаркировка,2,5,2,5
2022-03-18,"58",Возврат,2,3,1,3
2022-03-07,"43",Маркировка остатков,4,5,3,7
2022-07-15,"29",Маркировка остатков,1,1,1,1
2021-12-14,"26",Маркировка остатков,1,17,1,17
2022-08-11,"58",Маркировка остатков,1,1,1,2
2022-05-24,"49",Маркировка остатков,1,1,1,1
2022-01-26,"16",РФ,2,3,2,4203
2021-12-09,"78",РФ,1,6,1,11
2022-09-23,"67",Импорт. ЕАЭС,1,386,1,3232
2022-06-17,"02",Перемаркировка,1,2,1,2
2022-09-22,"22",Перемаркировка,1,3,1,4
2021-11-28,"61",Маркировка остатков,2,2,2,3
2022-02-25,"08",Возврат,1,1,1,1
2022-10-12,"58",Возврат,2,2,1,2
2022-09-19,"18",РФ,1,1,1,1
2022-06-07,"87",Маркировка остатков,1,1,1,1
2022-08-07,"23",Перемаркировка,1,1,1,1
2022-08-02,"23",Импорт. Не ЕАЭС,1,4,1,74
2022-09-13,"53",Маркировка остатков,1,2,1,2
2022-11-05,"64",РФ,1,2,1,173
2022-07-31,"33",Маркировка остатков,2,4,2,6
2022-06-17,"15",РФ,1,1,1,19200
2022-01-19,"23",Импорт. Не ЕАЭС,2,5,2,36
2022-03-05,"51",Возврат,2,5,4,5
2021-12-18,"42",Возврат,1,2,1,2
2022-04-03,"53",Возврат,1,3,3,3
2022-08-13,"50",РФ,2,69,4,28920
2022-09-10,"52",Возврат,2,2,2,2
2022-07-24,"37",Возврат,1,1,1,1
2022-07-01,"16",Перемаркировка,4,17,14,19
2022-10-28,"36",Возврат,1,9,6,16
2022-03-26,"64",Возврат,1,2,2,2
2022-07-06,"16",Импорт. Не ЕАЭС,1,1,1,2
2022-02-04,"26",Возврат,2,2,2,2
2022-03-17,"22",Перемаркировка,2,16,2,17
2022-06-04,"39",Маркировка остатков,2,2,2,3
2022-03-13,"66",Возврат,1,9,8,9
2021-12-03,"56",Маркировка остатков,2,2,2,5
2022-03-14,"33",Маркировка остатков,1,1,1,1
2022-08-10,"25",Возврат,4,4,4,4
2022-06-15,"77",Возврат,28,342,88,915
2021-12-15,"36",Маркировка остатков,1,1,1,50
2022-03-29,"24",Возврат,1,1,1,1
2022-07-11,"77",Возврат,37,238,64,690
2022-09-05,"25",Возврат,3,3,3,3
2022-02-15,"66",Возврат,3,9,9,9
2022-04-06,"76",Маркировка остатков,1,1,1,1
2022-01-28,"64",РФ,2,2,2,81
2022-03-10,"26",Возврат,4,6,4,7
2022-04-25,"64",Возврат,1,2,2,2
2022-05-16,"78",Импорт. ЕАЭС,1,43,1,929
2022-05-03,"53",Возврат,1,1,1,1
2022-08-07,"52",Возврат,1,1,1,1
2022-03-18,"11",Возврат,2,2,2,2
2022-01-09,"50",Маркировка остатков,3,4,4,4
2022-02-26,"34",Перемаркировка,1,1,1,2
2021-12-29,"02",Возврат,3,7,3,7
2022-08-19,"67",Импорт. ЕАЭС,1,518,1,1132
2022-03-21,"13",Возврат,1,2,1,2
2022-11-02,"50",Импорт. ЕАЭС,1,40,4,24965
2022-02-06,"78",Перемаркировка,2,44,19,94
2022-08-12,"78",Перемаркировка,3,38,25,62
2022-08-25,"78",Импорт. Не ЕАЭС,1,60,30,1133
2022-11-11,"58",Возврат,1,2,1,2
2022-04-13,"02",Перемаркировка,1,1,1,1
2022-10-03,"50",Маркировка остатков,1,2,1,2
2022-06-11,"44",Маркировка остатков,1,1,1,1
2022-01-08,"50",РФ,3,104,4,107872
2022-06-28,"77",РФ,4,31,4,1271
2022-07-01,"24",Маркировка остатков,1,1,1,1
2022-03-13,"34",Маркировка остатков,1,1,1,1
2022-08-09,"39",Возврат,1,1,1,1
2022-03-20,"54",Перемаркировка,1,2,2,3
2021-12-16,"31",Маркировка остатков,1,1,1,1
2022-05-05,"38",Возврат,3,3,3,3
2022-11-05,"78",РФ,2,31,3,144
2022-01-19,"18",Перемаркировка,1,3,1,50
2021-12-23,"69",Возврат,1,1,1,1
2022-03-18,"91",Маркировка остатков,1,14,11,20
2022-03-27,"78",Возврат,6,31,20,39
2022-07-14,"47",Импорт. Не ЕАЭС,1,8,2,467
2022-09-07,"63",Маркировка остатков,1,1,1,1
2022-05-20,"77",Маркировка остатков,3,6,4,11
2022-06-14,"77",Импорт. ЕАЭС,1,68,1,6172
2022-02-08,"78",Маркировка остатков,2,2,2,6
2022-04-23,"26",РФ,1,6,1,60
2022-03-22,"62",Перемаркировка,1,1,1,1
2022-09-17,"19",Перемаркировка,1,1,1,1
2022-11-13,"33",Возврат,1,1,1,1
2022-05-13,"61",Возврат,1,2,2,2
2022-02-20,"23",Возврат,2,57,28,81
2022-09-30,"22",РФ,1,15,2,608
2021-12-31,"30",Возврат,1,1,1,1
2022-04-20,"21",Возврат,1,2,1,2
2022-07-27,"91",Маркировка остатков,1,5,4,5
2022-02-24,"91",Возврат,1,3,3,3
2022-04-12,"16",Возврат,3,4,3,4
2022-01-16,"54",Возврат,1,1,1,1
2021-11-27,"66",Маркировка остатков,2,4,2,5
2022-02-08,"63",Маркировка остатков,2,3,2,3
2021-12-02,"47",Возврат,1,1,1,1
2022-09-07,"78",Маркировка остатков,1,3,2,3
2022-02-20,"03",Маркировка остатков,2,3,1,5
2022-05-29,"05",Возврат,2,2,1,2
2022-09-05,"32",Маркировка остатков,1,1,1,1
2022-07-02,"23",Маркировка остатков,1,1,1,1
2022-04-05,"53",Перемаркировка,1,10,10,12
2022-02-18,"49",Маркировка остатков,1,1,1,1
2022-08-10,"74",РФ,1,10,1,200
2022-05-28,"23",РФ,1,3,1,7728
2022-08-02,"64",Перемаркировка,1,5,3,7
2022-02-23,"54",Возврат,2,2,2,2
2022-01-17,"91",Возврат,1,1,1,1
2021-12-11,"16",РФ,1,23,1,5699
2022-05-08,"16",Возврат,3,3,3,5
2022-05-24,"72",Возврат,1,1,1,1
2022-03-03,"63",Возврат,1,1,1,1
2021-12-22,"66",Перемаркировка,2,13,7,15
2022-09-17,"65",Перемаркировка,1,1,1,1
2021-12-05,"30",Возврат,1,1,1,1
2022-03-15,"65",Маркировка остатков,1,1,1,1
2022-01-13,"70",Возврат,2,2,2,2
2022-01-21,"23",Возврат,3,36,25,43
2022-07-06,"32",Возврат,2,2,2,2
2022-01-30,"05",Маркировка остатков,1,2,1,3
2022-04-09,"61",Возврат,2,2,2,2
2022-11-02,"66",Перемаркировка,5,69,25,150
2022-03-06,"65",Перемаркировка,1,1,1,2
2022-09-05,"29",Маркировка остатков,1,1,1,1
2022-07-06,"51",Перемаркировка,1,4,3,18
2022-11-15,"66",Импорт. Не ЕАЭС,2,4,2,10082
2022-04-26,"67",Импорт. ЕАЭС,1,329,2,977
2022-04-15,"56",РФ,1,17,1,23
2022-04-22,"78",Возврат,2,68,42,71
2021-12-20,"29",Возврат,1,1,1,1
2022-10-05,"40",Импорт. Не ЕАЭС,1,2,1,2
2022-05-26,"77",Перемаркировка,14,110,28,720
2022-01-17,"63",РФ,1,115,1,11465
2022-06-08,"77",Импорт. Не ЕАЭС,7,113,15,152169
2022-02-09,"43",Перемаркировка,1,9,1,13
2022-04-01,"38",Возврат,3,3,3,3
2022-04-27,"11",Маркировка остатков,1,1,1,1
2022-02-24,"29",Маркировка остатков,1,3,3,3
2022-01-08,"78",Возврат,8,115,68,127
2022-06-14,"23",Маркировка остатков,1,1,1,1
2022-10-02,"37",Маркировка остатков,1,1,1,1
2022-08-25,"28",Возврат,1,1,1,1
2021-12-02,"38",Возврат,2,2,2,2
2022-10-13,"64",РФ,1,1,1,2
2022-03-10,"91",Перемаркировка,1,3,3,3
2022-02-11,"27",Перемаркировка,2,2,2,5
2022-07-02,"78",Перемаркировка,2,7,7,15
2022-06-20,"34",Перемаркировка,1,5,2,5
2022-07-05,"78",Импорт. Не ЕАЭС,2,65,4,44785
2021-11-30,"60",Маркировка остатков,1,161,1,215
2022-08-25,"18",РФ,1,6,1,55920
2022-01-24,"65",Маркировка остатков,1,1,1,1
2022-06-14,"38",Маркировка остатков,1,1,1,1
2021-11-25,"24",Перемаркировка,1,2,1,31
2021-11-23,"57",Маркировка остатков,1,186,1,7808
2022-08-22,"29",Маркировка остатков,1,1,1,1
2022-09-11,"49",Маркировка остатков,1,1,1,1
2022-09-11,"31",Возврат,1,1,1,1
2022-06-22,"23",Возврат,1,50,34,68
2022-04-03,"37",Перемаркировка,1,22,7,92
2022-03-08,"32",Возврат,1,1,1,1
2022-03-16,"05",Возврат,1,2,1,2
2022-05-05,"47",Возврат,1,1,1,1
2022-08-09,"46",Возврат,1,1,1,1
2022-07-28,"05",Маркировка остатков,1,1,1,1
2022-07-25,"54",Возврат,1,2,1,2
2022-04-13,"11",Маркировка остатков,1,1,1,3
2022-10-29,"55",Возврат,3,7,6,7
2021-12-23,"16",Возврат,2,4,4,4
2022-06-18,"91",Возврат,2,3,2,3
2022-09-23,"50",РФ,7,75,12,160465
2022-02-01,"45",Возврат,2,2,2,2
2022-11-12,"60",Маркировка остатков,1,1,1,1
2021-11-27,"16",Возврат,2,4,4,6
2022-07-26,"91",Возврат,1,2,1,2
2022-08-13,"16",Перемаркировка,1,1,1,1
2022-06-17,"54",Возврат,1,12,1,15
2021-12-02,"31",Маркировка остатков,1,2,1,2
2022-01-26,"34",Маркировка остатков,1,4,1,5
2022-04-01,"47",Возврат,2,2,2,3
2022-01-31,"91",Маркировка остатков,2,30,23,79
2022-03-11,"52",Импорт. ЕАЭС,1,14,1,900
2022-02-14,"05",Возврат,2,2,1,2
2021-12-12,"59",РФ,1,3,2,70
2021-12-20,"56",Возврат,1,1,1,1
2021-12-28,"61",Возврат,2,2,2,2
2022-02-06,"32",Возврат,1,1,1,1
2022-07-22,"23",Возврат,3,38,25,43
2021-11-25,"58",Перемаркировка,1,16,10,556
2022-03-24,"70",Возврат,1,1,1,1
2022-10-26,"22",Возврат,2,3,3,3
2022-04-30,"30",Возврат,1,1,1,1
2022-02-22,"78",Маркировка остатков,3,3,3,17
2022-08-04,"31",Возврат,1,1,1,1
2022-03-19,"72",Возврат,1,1,1,1
2022-04-04,"77",Маркировка остатков,2,5,5,7
2022-08-20,"63",Маркировка остатков,1,1,1,1
2022-10-08,"58",Перемаркировка,1,23,17,410
2022-07-12,"23",Импорт. Не ЕАЭС,2,26,2,45229
2022-09-15,"91",Маркировка остатков,3,3,3,3
2021-12-02,"50",РФ,8,177,14,126771
2022-06-01,"77",РФ,5,66,6,27683
2022-07-29,"20",РФ,1,2,1,3
2022-02-23,"24",Импорт. ЕАЭС,1,38,1,1073
2022-02-10,"16",Импорт. Не ЕАЭС,1,151,1,10943
2022-01-05,"38",Возврат,1,1,1,1
2022-06-07,"22",Перемаркировка,1,3,1,5
2022-10-15,"32",Импорт. ЕАЭС,1,2,2,2
2022-02-05,"16",Перемаркировка,1,5,5,9
2022-02-02,"03",Маркировка остатков,3,4,2,4
2022-02-22,"63",Маркировка остатков,2,7,2,8
2021-12-13,"78",Возврат,5,20,18,20
2022-02-04,"59",Возврат,1,1,1,1
2022-08-31,"50",Импорт. Не ЕАЭС,2,44,2,54562
2021-11-25,"74",РФ,1,50,3,8773
2022-03-18,"19",Маркировка остатков,1,1,1,1
2022-04-12,"16",Маркировка остатков,2,2,2,2
2022-09-11,"50",Перемаркировка,1,3,1,30
2022-01-13,"53",Перемаркировка,1,42,27,124
2022-08-26,"16",РФ,1,4,2,15187
2022-09-18,"77",Перемаркировка,8,25,17,685
2022-09-21,"77",Импорт. Не ЕАЭС,10,107,20,149813
2021-12-09,"38",Перемаркировка,1,1,1,1
2022-04-11,"66",Перемаркировка,3,220,67,482
2022-10-13,"78",РФ,1,4,1,7
2022-08-24,"51",Перемаркировка,1,6,5,7
2022-02-23,"35",Маркировка остатков,2,2,2,2
2021-11-24,"50",Маркировка остатков,10,56,29,2814
2022-01-25,"62",Маркировка остатков,1,1,1,1
2022-01-03,"53",Возврат,1,1,1,1
2022-02-10,"51",Перемаркировка,1,1,1,1
2021-12-19,"07",Маркировка остатков,1,1,1,1
2022-04-19,"42",Возврат,1,1,1,1
2022-06-30,"11",Возврат,1,2,1,2
2022-06-07,"51",Возврат,1,2,2,2
2022-11-14,"50",Возврат,6,130,8,657
2022-05-14,"02",Возврат,5,7,3,8
2022-02-25,"77",Возврат,31,387,97,1116
2022-02-28,"50",Перемаркировка,3,137,3,602
2021-11-29,"24",Возврат,2,2,2,2
2022-11-06,"67",Возврат,2,2,1,2
2022-08-26,"34",Возврат,2,3,2,3
2022-05-30,"66",Возврат,5,91,50,103
2022-02-07,"77",Импорт. ЕАЭС,3,94,3,6169
2022-09-18,"74",Возврат,1,1,1,1
2022-03-18,"77",Импорт. Не ЕАЭС,11,107,14,52582
2022-06-13,"24",Маркировка остатков,1,2,1,2
2022-07-08,"26",Возврат,5,5,4,5
2022-10-12,"27",Возврат,1,1,1,1
2022-04-03,"21",Маркировка остатков,1,1,1,1
2022-03-05,"77",Перемаркировка,16,79,40,188
2021-12-12,"64",Возврат,2,2,1,2
2022-02-03,"50",Импорт. ЕАЭС,1,14,1,2568
2021-12-22,"67",Импорт. ЕАЭС,2,132,2,5388
2022-02-24,"78",РФ,2,35,2,253
2022-06-04,"26",Возврат,3,4,2,4
2022-08-15,"74",Возврат,4,4,4,5
2022-06-06,"54",Перемаркировка,1,4,4,5
2022-09-29,"67",Возврат,1,1,1,1
2022-06-25,"66",Возврат,1,100,52,118
2022-01-30,"77",Возврат,18,187,59,293
2022-09-02,"74",РФ,1,26,2,3450
2022-07-03,"51",Возврат,1,1,1,1
2022-04-06,"02",Возврат,2,71,10,97
2022-10-07,"50",Возврат,5,162,8,660
2022-05-19,"42",Возврат,1,1,1,1
2022-04-22,"27",Маркировка остатков,1,2,1,6
2022-08-23,"43",Возврат,1,1,1,1
2022-04-10,"47",Маркировка остатков,1,1,1,1
2022-07-29,"53",Маркировка остатков,1,1,1,1
2022-09-25,"86",Возврат,1,1,1,1
2022-10-26,"56",Маркировка остатков,1,1,1,1
2022-05-10,"56",РФ,1,31,1,45
2022-08-05,"47",Перемаркировка,1,18,1,19
2022-06-06,"59",Маркировка остатков,1,1,1,1
2022-01-27,"33",Маркировка остатков,2,2,1,6
2022-03-20,"53",Маркировка остатков,2,2,2,4
2022-07-20,"39",Маркировка остатков,1,1,1,1
2022-09-11,"16",Маркировка остатков,1,1,1,1
2022-05-20,"08",Возврат,1,1,1,2
2022-02-01,"25",Перемаркировка,1,2,1,18
2022-02-10,"30",РФ,1,4,1,40
2022-01-24,"21",Маркировка остатков,1,1,1,1
2022-03-04,"24",Импорт. Не ЕАЭС,1,1,1,1
2021-11-30,"24",Маркировка остатков,5,10,2,3306
2022-11-17,"27",Перемаркировка,1,1,1,1
2021-12-20,"44",Маркировка остатков,1,1,1,3
2022-05-13,"34",Перемаркировка,1,1,1,1
2022-07-18,"42",Возврат,1,2,1,2
2022-02-24,"76",Маркировка остатков,1,3,3,3
2022-10-22,"43",Возврат,2,2,2,2
2022-04-05,"11",Возврат,1,1,1,1
2022-09-25,"74",РФ,1,7,3,1875
2021-11-23,"13",Маркировка остатков,1,1,1,1500
2022-03-30,"78",Перемаркировка,4,118,52,456
2022-02-04,"16",Маркировка остатков,2,3,1,3
2022-02-10,"53",Возврат,1,1,1,1
2022-01-04,"27",Перемаркировка,1,1,1,2
2022-04-26,"51",Возврат,1,1,1,1
2021-12-29,"16",РФ,1,3,2,26438
2022-07-31,"50",Возврат,3,8,6,11
2022-06-21,"02",Возврат,2,2,1,2
2022-08-08,"67",Возврат,2,2,2,2
2022-05-04,"66",Возврат,4,119,50,125
2022-08-10,"02",Перемаркировка,2,2,2,5
2022-03-15,"24",Возврат,3,3,2,3
2022-02-02,"64",Возврат,2,2,2,2
2022-08-08,"67",Импорт. ЕАЭС,2,636,9,6434
2022-03-28,"26",Возврат,3,3,3,20
2022-06-07,"50",Маркировка остатков,1,1,1,1
2022-10-23,"44",Маркировка остатков,1,2,1,2
2022-09-04,"27",Возврат,1,1,1,1
2022-04-09,"26",РФ,1,3,1,4
2021-12-02,"75",Маркировка остатков,2,2,2,3
2022-07-28,"27",Возврат,1,1,1,1
2022-03-12,"64",Возврат,1,1,1,1
2022-03-19,"10",Маркировка остатков,1,1,1,1
2022-09-15,"32",Перемаркировка,1,2,1,2
2021-12-19,"77",Возврат,31,298,94,455
2022-05-17,"75",РФ,1,3,1,73
2022-02-13,"24",Возврат,3,3,2,3
2022-01-27,"13",РФ,1,1,1,15
2022-01-10,"16",Перемаркировка,1,64,36,179
2022-08-17,"59",Перемаркировка,1,2,1,2
2022-03-31,"66",Возврат,6,11,9,12
2022-03-23,"51",Возврат,1,2,2,2
2022-07-21,"02",Возврат,4,4,4,4
2022-08-30,"50",Возврат,3,5,5,5
2022-01-27,"61",Импорт. ЕАЭС,1,46,1,2656
2022-10-03,"87",Маркировка остатков,1,1,1,1
2022-08-20,"27",Маркировка остатков,1,1,1,3
2022-04-04,"33",Маркировка остатков,2,2,2,2
2022-04-21,"23",Импорт. Не ЕАЭС,1,4,1,40
2022-03-20,"53",Возврат,1,1,1,1
2022-06-10,"42",Возврат,2,3,2,5
2022-01-12,"39",Маркировка остатков,1,1,1,10
2022-05-01,"11",Возврат,1,1,1,1
2022-11-17,"43",Возврат,2,5,3,6
2022-01-21,"33",Перемаркировка,1,1,1,4
2022-10-22,"78",РФ,1,22,3,35
2021-12-04,"74",РФ,1,23,5,2758
2022-01-09,"87",Маркировка остатков,1,3,3,3
2022-08-03,"16",РФ,3,24,3,31793
2022-01-12,"22",Маркировка остатков,1,1,1,1
2021-12-14,"59",Возврат,1,1,1,1
2022-02-22,"27",Маркировка остатков,2,3,2,9
2022-02-02,"47",Маркировка остатков,2,2,2,2
2022-10-24,"43",Маркировка остатков,1,1,1,2
2021-12-13,"77",Перемаркировка,20,126,43,734
2021-11-29,"38",Маркировка остатков,3,10,9,174
2022-07-22,"37",Маркировка остатков,1,1,1,1
2021-12-02,"77",Импорт. Не ЕАЭС,18,430,69,465216
2021-12-19,"58",Маркировка остатков,1,1,1,1
2022-02-03,"78",Возврат,4,105,55,108
2022-09-14,"38",Перемаркировка,1,9,6,71
2022-09-17,"26",Маркировка остатков,2,2,1,3
2022-03-14,"38",Возврат,2,6,3,6
2022-08-18,"53",Перемаркировка,1,2,2,2
2022-10-12,"24",Импорт. ЕАЭС,1,59,2,1483
2021-11-23,"50",РФ,5,37,14,263819
2022-06-10,"77",РФ,5,30,5,30082
2022-08-23,"20",РФ,1,6,1,19
2022-01-07,"51",Перемаркировка,1,4,3,4
2022-11-21,"39",Импорт. ЕАЭС,1,98,3,3041
2022-01-22,"39",Перемаркировка,1,1,1,1
2022-04-18,"63",Возврат,2,3,2,5
2021-12-19,"43",Маркировка остатков,2,42,2,89
2022-10-24,"58",Маркировка остатков,1,1,1,1
2022-01-26,"21",Возврат,1,1,1,1
2021-11-29,"23",Маркировка остатков,6,43,3,11043
2021-12-08,"32",Возврат,1,1,1,1
2022-11-18,"51",Перемаркировка,1,2,2,2
2022-07-22,"66",Перемаркировка,4,18,11,56
2022-05-15,"23",Возврат,3,94,46,144
2022-11-15,"71",Возврат,1,1,1,1
2022-08-19,"22",Возврат,3,4,4,4
2022-05-31,"47",Возврат,1,1,1,1
2022-10-21,"77",Импорт. Не ЕАЭС,13,267,25,234707
2022-10-28,"52",Импорт. ЕАЭС,1,109,3,6046
2022-02-26,"56",Возврат,2,2,2,2
2022-10-26,"77",Перемаркировка,13,67,35,5411
2022-05-11,"91",Возврат,1,1,1,1
2022-09-29,"50",Перемаркировка,1,31,1,229
2022-01-18,"16",Возврат,1,1,1,1
2022-02-04,"53",Перемаркировка,1,23,19,46
2022-09-17,"55",Возврат,1,1,1,1
2022-10-12,"50",Импорт. Не ЕАЭС,1,6,1,18
2022-08-14,"55",Возврат,4,8,2,8
2022-04-11,"91",Возврат,2,3,3,3
2022-02-21,"16",Возврат,2,5,4,8
2022-05-27,"54",РФ,1,1,1,1344
2021-12-11,"45",Возврат,1,2,1,2
2022-01-31,"56",Возврат,1,1,1,1
2022-07-16,"57",Перемаркировка,1,1,1,1
2022-08-31,"50",РФ,5,12,8,84981
2022-04-15,"14",Возврат,1,1,1,1
2022-04-07,"23",Возврат,1,33,23,43
2022-10-08,"71",Возврат,1,1,1,1
2021-12-03,"72",Возврат,1,1,1,1
2021-12-01,"69",Маркировка остатков,1,114,113,278
2022-07-20,"66",Маркировка остатков,1,1,1,1
2022-05-18,"63",Возврат,1,1,1,1
2022-04-22,"63",Маркировка остатков,2,3,1,4
2022-11-02,"31",Возврат,1,1,1,1
2022-09-19,"77",Маркировка остатков,2,7,2,9
2022-03-31,"91",Маркировка остатков,1,13,8,25
2022-05-05,"19",Перемаркировка,1,1,1,2
2022-02-16,"38",Возврат,4,8,4,9
2022-06-07,"77",Импорт. ЕАЭС,1,24,1,975
2021-11-23,"22",Импорт. ЕАЭС,1,34,1,463
2021-12-21,"12",Маркировка остатков,2,97,19,142
2022-04-22,"78",Маркировка остатков,1,1,1,1
2022-03-09,"78",Возврат,10,231,82,275
2022-04-25,"54",Перемаркировка,1,2,2,4
2022-01-27,"77",Маркировка остатков,4,98,41,286
2022-10-22,"64",РФ,1,2,1,8
2021-12-01,"72",Маркировка остатков,1,1,1,1
2022-04-19,"33",РФ,1,5,1,260
2022-10-05,"56",Возврат,1,1,1,1
2022-08-24,"52",Импорт. ЕАЭС,1,62,2,2234
2022-06-22,"18",Перемаркировка,1,17,13,103
2022-11-08,"63",Перемаркировка,1,13,6,19
2022-01-31,"77",РФ,2,14,2,23039
2021-12-23,"33",Импорт. ЕАЭС,1,19,4,780
2022-04-03,"76",Возврат,1,1,1,1
